Company Name,Job Title,Salaries Reported,Location,Salary
Mu Sigma,Data Scientist,1,Bangalore,722247
IITS,Data Scientist,1,Bangalore,588795
Professional Data Analysts,Data Scientist,1,Bangalore,2009790
CognitiveWorks,Data Scientist,1,Bangalore,535268
Metteyya Analytics,Data Scientist,1,Bangalore,1451778
Innominds Software,Data Scientist,1,Bangalore,939603
Signify,Data Scientist,1,Bangalore,1012266
XYZ (Turkey),Data Scientist,1,Bangalore,2009790
Trident Information Systems,Data Scientist,1,Bangalore,481741
Arvind Internet,Data Scientist,1,Bangalore,700000
Sunrise Senior Living,Data Scientist,1,Bangalore,502448
VJTI,Data Scientist,1,Bangalore,36117
VE Commercial Vehicles,Data Scientist,1,Bangalore,56237
Dozee,Data Scientist,1,Bangalore,912580
Levi Strauss,Data Scientist,1,Bangalore,472514
Tech Mahindra,Data Scientist,1,Bangalore,1284643
AscentHR Services,Data Scientist,1,Bangalore,354237
OnlyGroup Healthcare,Data Scientist,1,Bangalore,51374
Snap,Data Scientist,1,Bangalore,4498962
DataScience.com,Data Scientist,1,Bangalore,100490
WNS,Data Scientist,1,Bangalore,1340000
Schlumberger,Data Scientist,1,Bangalore,1088834
Atos-Syntel,Data Scientist,1,Bangalore,409290
Forec Software Solutions,Data Scientist,1,Bangalore,613519
Tata Consultancy Services,Data Scientist,30,Pune,717331
Innoplexus,Data Scientist,17,Pune,1163186
IBM,Data Scientist,11,Pune,1036536
AlgoAnalytics Financial Consultancy,Data Scientist,11,Pune,742883
ZS Associates,Data Scientist,10,Pune,1294039
Wolters Kluwer,Data Scientist,10,Pune,1154579
Cognizant Technology Solutions,Data Scientist,8,Pune,765632
Accenture,Data Scientist,7,Pune,602937
Wipro,Data Scientist,7,Pune,1150000
Zensar Technologies,Data Scientist,7,Pune,854957
Bajaj Finance,Data Scientist,7,Pune,956307
SG Analytics,Data Scientist,7,Pune,816946
ThinkBumblebee Analytics,Data Scientist,7,Pune,1070536
Michelin,Data Scientist,6,Pune,1146043
Tech Mahindra,Data Scientist,5,Pune,1114163
Schlumberger,Data Scientist,5,Pune,2054972
Merkle,Data Scientist,5,Pune,1134768
Infosys,Data Scientist,4,Pune,878252
Capgemini,Data Scientist,4,Pune,898351
LTI,Data Scientist,4,Pune,814017
First Student,Data Scientist,4,Pune,425000
Vodafone,Data Scientist,4,Pune,940423
Eaton,Data Scientist,4,Pune,1121845
T-Systems,Data Scientist,4,Pune,1215906
Coupa Software Inc,Data Scientist,4,Pune,1055811
Aera Technology,Data Scientist,4,Pune,1622612
ABC,Data Scientist,3,Pune,42249
Amdocs,Data Scientist,3,Pune,718534
Atos-Syntel,Data Scientist,3,Pune,423422
Barclays,Data Scientist,3,Pune,1733746
KPIT Technologies,Data Scientist,3,Pune,1655120
Credit Suisse,Data Scientist,3,Pune,1421672
Saama Technologies,Data Scientist,3,Pune,934857
Exela Technologies,Data Scientist,3,Pune,856429
Abzooba,Data Scientist,3,Pune,1800000
Linsyssoft Technologies,Data Scientist,3,Pune,411680
HCL Technologies,Data Scientist,2,Pune,61248
Fresher,Data Scientist,2,Pune,51920
Axis Bank,Data Scientist,2,Pune,232796
Freelancer,Data Scientist,2,Pune,1001630
Citi,Data Scientist,2,Pune,1577759
ADP,Data Scientist,2,Pune,52491
Birlasoft,Data Scientist,2,Pune,5216933
John Deere,Data Scientist,2,Pune,1463658
Xoriant,Data Scientist,2,Pune,1772001
GS Lab,Data Scientist,2,Pune,834387
Searce,Data Scientist,2,Pune,828221
Globant,Data Scientist,2,Pune,100275
e-Zest Solutions,Data Scientist,2,Pune,932104
Datametica,Data Scientist,2,Pune,983550
Vyom Labs,Data Scientist,2,Pune,25446
Vishwakarma Institute of Technology,Data Scientist,2,Pune,602
Knorex,Data Scientist,2,Pune,53475
CanWill Technologies,Data Scientist,2,Pune,1161602
ThinkBridge,Data Scientist,2,Pune,63058
Coditation Systems,Data Scientist,2,Pune,46977
MindBowser Info Solutions,Data Scientist,2,Pune,283914
Climate Connect,Data Scientist,2,Pune,731758
Tech9,Data Scientist,2,Pune,1687208
Eagle TK Infotech,Data Scientist,2,Pune,713466
Fusion Practices,Data Scientist,2,Pune,56250
Xeco,Data Scientist,2,Pune,499961
DeepTek Medical Imaging,Data Scientist,2,Pune,895000
vElement,Data Scientist,2,Pune,253851
Asquared IoT,Data Scientist,2,Pune,637645
HiLabs (MD),Data Scientist,2,Pune,1954650
Jash Data Sciences,Data Scientist,2,Pune,669083
HiLabs,Data Scientist,2,Pune,1833778
Tata Consultancy Services,Data Scientist,1,Pune,25000
Tata Consultancy Services,Data Scientist,1,Pune,703427
Amazon,Data Scientist,1,Pune,115884
Amazon,Data Scientist,1,Pune,619069
Genpact,Data Scientist,1,Pune,1600000
Fresher,Data Scientist,1,Pune,30147
DXC Technology,Data Scientist,1,Pune,400000
KPMG,Data Scientist,1,Pune,642322
ABC,Data Scientist,1,Pune,101398
Larsen & Toubro,Data Scientist,1,Pune,30000
Concentrix,Data Scientist,1,Pune,289045
Google,Data Scientist,1,Pune,7571032
Honeywell,Data Scientist,1,Pune,1438481
Persistent Systems,Data Scientist,1,Pune,2141
DONE by NONE,Data Scientist,1,Pune,100000
DONE by NONE,Data Scientist,1,Pune,4444315
DONE by NONE,Data Scientist,1,Pune,301469
WNS,Data Scientist,1,Pune,205049
Siemens,Data Scientist,1,Pune,70000
Nones,Data Scientist,1,Pune,600000
ITC Infotech,Data Scientist,1,Pune,642322
Mahindra,Data Scientist,1,Pune,905000
Kotak Mahindra,Data Scientist,1,Pune,623238
eClerx,Data Scientist,1,Pune,870000
BNY Mellon,Data Scientist,1,Pune,64232
Zomato,Data Scientist,1,Pune,1250000
Hinduja Global Solutions,Data Scientist,1,Pune,1176710
Other,Data Scientist,1,Pune,414794
Thoughtworks,Data Scientist,1,Pune,2569287
Fractal,Data Scientist,1,Pune,1404565
TietoEVRY,Data Scientist,1,Pune,787318
Yash Technologies,Data Scientist,1,Pune,2054972
CitiusTech,Data Scientist,1,Pune,1203913
Unacademy,Data Scientist,1,Pune,702283
UBS,Data Scientist,1,Pune,939603
Netcracker Technology,Data Scientist,1,Pune,1805869
Cummins,Data Scientist,1,Pune,500000
Capgemini Invent,Data Scientist,1,Pune,1300000
Siemens Digital Industries Software,Data Scientist,1,Pune,912580
Johnson Controls,Data Scientist,1,Pune,713136
Johnson Controls,Data Scientist,1,Pune,467428
Dassault Systemes,Data Scientist,1,Pune,983196
Ugam,Data Scientist,1,Pune,1252803
Schlumberger,Data Scientist,1,Pune,53527
Apple,Data Scientist,1,Pune,1507820
MetLife,Data Scientist,1,Pune,417954
Red Hat,Data Scientist,1,Pune,5398754
STL - Sterlite Technologies Limited,Data Scientist,1,Pune,1036984
Visteon,Data Scientist,1,Pune,2411749
PhonePe,Data Scientist,1,Pune,2550000
C-DAC,Data Scientist,1,Pune,449896
Nothing Something,Data Scientist,1,Pune,501630
Attra,Data Scientist,1,Pune,2249481
NICE,Data Scientist,1,Pune,1649524
Sokrati,Data Scientist,1,Pune,27235
Pitney Bowes,Data Scientist,1,Pune,755000
AXA,Data Scientist,1,Pune,1070000
FirstCry com,Data Scientist,1,Pune,67404
Maxgen Technologies,Data Scientist,1,Pune,16871
TCS e-Serve International,Data Scientist,1,Pune,1031782
Internshala,Data Scientist,1,Pune,542139
Michelin,Data Scientist,1,Pune,12846
Saama Technologies,Data Scientist,1,Pune,934857
Micron Technology,Data Scientist,1,Pune,1400000
BlueConch Technologies,Data Scientist,1,Pune,1104109
FIGmd,Data Scientist,1,Pune,750000
Volkswagen,Data Scientist,1,Pune,5184922
TomTom,Data Scientist,1,Pune,616492
Datametica,Data Scientist,1,Pune,19177
FreshersLive,Data Scientist,1,Pune,306968
Innoplexus,Data Scientist,1,Pune,30534
Dream11,Data Scientist,1,Pune,2248126
Sandvik,Data Scientist,1,Pune,300000
SS Supply Chain Solutions,Data Scientist,1,Pune,1312312
Cognizant Softvision,Data Scientist,1,Pune,498618
University of Pune,Data Scientist,1,Pune,1003261
Goodwill,Data Scientist,1,Pune,12000
Goodwill,Data Scientist,1,Pune,619069
IVL Global,Data Scientist,1,Pune,668980
Coupa Software Inc,Data Scientist,1,Pune,80000
Verificient Technologies,Data Scientist,1,Pune,11036
Clairvoyant,Data Scientist,1,Pune,1800000
The Fresh Market,Data Scientist,1,Pune,306968
Tata Research Development and Design Centre,Data Scientist,1,Pune,1267472
Medline Industries,Data Scientist,1,Pune,1461604
Amphisoft Technologies,Data Scientist,1,Pune,3517133
Pratham,Data Scientist,1,Pune,38000
Evolent Health,Data Scientist,1,Pune,1541229
Presidency University (Bangalore),Data Scientist,1,Pune,725889
Smartek21,Data Scientist,1,Pune,1200000
Google Cloud,Data Scientist,1,Pune,3211608
ABC do ABC,Data Scientist,1,Pune,513743
Apar Technologies,Data Scientist,1,Pune,500000
Professional Data Analysts,Data Scientist,1,Pune,1200000
Bajaj Finserv Health,Data Scientist,1,Pune,1300000
PharmaACE,Data Scientist,1,Pune,700000
advids.co,Data Scientist,1,Pune,80495
Xcaliber Infotech,Data Scientist,1,Pune,642322
MIT World Peace University,Data Scientist,1,Pune,10000
iNeuron,Data Scientist,1,Pune,20280
vPhrase,Data Scientist,1,Pune,541685
AAKASH,Data Scientist,1,Pune,50163
Ascentrik Research Services,Data Scientist,1,Pune,10705
EarlySalary.com,Data Scientist,1,Pune,1566004
Motifworks,Data Scientist,1,Pune,969321
Helpshift,Data Scientist,1,Pune,68088
ROHIT KUMAR MODI,Data Scientist,1,Pune,400000
ThinkBumblebee Analytics,Data Scientist,1,Pune,1307815
Globex Digital Solutions,Data Scientist,1,Pune,1284643
ThinkBumblebee Analytics,Data Scientist,1,Pune,10387
Innodatatics,Data Scientist,1,Pune,15000
Innodatatics,Data Scientist,1,Pune,623238
Viajes,Data Scientist,1,Pune,829587
OnlineSales.ai,Data Scientist,1,Pune,144479
Comscore,Data Scientist,1,Pune,1216773
Ellicium Solutions Private Limited,Data Scientist,1,Pune,247678
RAKESH GROUP,Data Scientist,1,Pune,5016304
Yagna iQ,Data Scientist,1,Pune,19505
Tops Office Pros Business Services,Data Scientist,1,Pune,619069
Apptware,Data Scientist,1,Pune,2073969
Savitribai Phule Pune University,Data Scientist,1,Pune,700000
Seventh Contact Hiring Solutions,Data Scientist,1,Pune,3008206
CoreView Systems,Data Scientist,1,Pune,514600
Peak,Data Scientist,1,Pune,2148775
Nitish Verma,Data Scientist,1,Pune,1036984
The City Bank,Data Scientist,1,Pune,5000000
Cloud Counselage,Data Scientist,1,Pune,10770
Gibots,Data Scientist,1,Pune,412713
SCORG Technologies,Data Scientist,1,Pune,646214
GeoSpoc,Data Scientist,1,Pune,104400
Infodeal,Data Scientist,1,Pune,849156
BancTec,Data Scientist,1,Pune,641549
American Student Assistance,Data Scientist,1,Pune,25925
Ajeenkya DY Patil University,Data Scientist,1,Pune,414794
Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,1567329
Aventior,Data Scientist,1,Pune,481741
Navidium,Data Scientist,1,Pune,681546
Open Insights,Data Scientist,1,Pune,1124740
Pantech Solutions,Data Scientist,1,Pune,25000
Express Analytics,Data Scientist,1,Pune,877015
Optra Health,Data Scientist,1,Pune,1722605
WebShar,Data Scientist,1,Pune,888545
Kudos Finance and Investments,Data Scientist,1,Pune,33742
Oasis HR Corporate Solutions,Data Scientist,1,Pune,854957
Tribes.AI,Data Scientist,1,Pune,420000
Argus System,Data Scientist,1,Pune,595000
IFS India Mercantile,Data Scientist,1,Pune,610000
DasDas,Data Scientist,1,Pune,4466071
Pisyst,Data Scientist,1,Pune,107054
Comsense Technologies,Data Scientist,1,Pune,396166
Entrepreneurs' Organization,Data Scientist,1,Pune,80007
Pivotchain Solutions,Data Scientist,1,Pune,602937
ManCorp Innovation Labs,Data Scientist,1,Pune,120000
Neo Media World,Data Scientist,1,Pune,80000
Samyak Software,Data Scientist,1,Pune,61907
Robertshaw,Data Scientist,1,Pune,300978
JarvisSoft Technology,Data Scientist,1,Pune,506133
EC Infosolutions,Data Scientist,1,Pune,912580
FogHorn Systems,Data Scientist,1,Pune,2300000
NutaNXT Technologies,Data Scientist,1,Pune,841226
Speed TechServe,Data Scientist,1,Pune,720000
IMDb,Data Scientist,1,Pune,100326
QiO Technologies,Data Scientist,1,Pune,3517133
Expert Freelancer Inc.,Data Scientist,1,Pune,553419
Arya Solution,Data Scientist,1,Pune,550000
Strattek Consulting,Data Scientist,1,Pune,8000
GoDutch Marketing,Data Scientist,1,Pune,359620
TorcAI,Data Scientist,1,Pune,1507343
Srivenk Soft Solutions,Data Scientist,1,Pune,652120
Automaton AI,Data Scientist,1,Pune,637739
Shogini Technoarts,Data Scientist,1,Pune,361124
GOLDFINCH,Data Scientist,1,Pune,103698
Amobee,Data Scientist,1,Pune,1036984
Global AI,Data Scientist,1,Pune,731081
Elie Tahari,Data Scientist,1,Pune,1070536
Aktana,Data Scientist,1,Pune,1800000
Go Digital,Data Scientist,1,Pune,606034
Meals on Wheels America,Data Scientist,1,Pune,20550
Kool Smiles,Data Scientist,1,Pune,1200000
Algoritmo (Singapore),Data Scientist,1,Pune,16058
Klugheit Software,Data Scientist,1,Pune,40000
GoKhana,Data Scientist,1,Pune,15073
Prophecy Labs,Data Scientist,1,Pune,2052566
Airavaat Car Rentals,Data Scientist,1,Pune,1400000
Brahman bhetun,Data Scientist,1,Pune,821989
Aniket Sonawane,Data Scientist,1,Pune,823360
URS Technologies Solutions,Data Scientist,1,Pune,948931
Hritik,Data Scientist,1,Pune,900000
EventStreet,Data Scientist,1,Pune,690132
Kushim,Data Scientist,1,Pune,31000
Flipper Code,Data Scientist,1,Pune,369895
We Are Novella,Data Scientist,1,Pune,671220
IEEE Student Branch VIT Pune,Data Scientist,1,Pune,321161
Kp techobriks,Data Scientist,1,Pune,21411
akhil sajeev,Data Scientist,1,Pune,250815
VisionNLP,Data Scientist,1,Pune,540000
Reckon Data Solutions,Data Scientist,1,Pune,20000
PSL (India),Data Scientist,1,Pune,1149375
Accretive Wiz@work Consultants,Data Scientist,1,Pune,1300000
Innoplexus Associate,Data Scientist,9,Pune,1057005
ZS Associates,Data Science Associate,9,Pune,1203913
ZS Associates,Data Science Consultant,5,Pune,2671464
ZS Associates Senior,Data Scientist,4,Pune,1997263
Coriolis Technologies,Data Science,3,Pune,16825
Schlumberger,Data Science,2,Pune,30027
Wolters Kluwer,Data Science,2,Pune,28717
Innoplexus,Data Science,2,Pune,30693
EarlySalary.com,Data Science,2,Pune,35268
Express Analytics,Data Science,2,Pune,17949
Tata Consultancy Services,Senior Data Scientist,2,Pune,2092324
Wipro Technologies,Senior Data Scientist,2,Pune,2182516
Barclays,Senior Data Scientist,2,Pune,2796928
Bajaj Finance,Senior Data Scientist,2,Pune,1392244
Wolters Kluwer,Senior Data Scientist,2,Pune,1903930
Icertis,Senior Data Scientist,2,Pune,1033817
Abzooba,Senior Data Scientist,2,Pune,2170283
Aera Technology,Senior Data Scientist,2,Pune,1058135
AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,Pune,1696245
SG Analytics,Junior Data Scientist,2,Pune,708351
Maxgen Technologies,Junior Data Scientist,2,Pune,14329
Infosys,Lead Data Scientist,2,Pune,1653998
Wipro,Lead Data Scientist,2,Pune,1892322
ZS Associates,Data Science Manager,2,Pune,4619021
Abzooba,Data Scientist - Trainee,2,Pune,50876
Schlumberger,Data Science Lead,2,Pune,4068310
Tata Consultancy Services,Data Science,1,Pune,511613
Nones Data Science,Data Science,1,Pune,5137
Nones Data Science,Data Science,1,Pune,400000
Mahindra,Data Science,1,Pune,16979
KPIT Technologies,Data Science,1,Pune,15000
BNY Mellon,Data Science,1,Pune,61394
Fiserv,Data Science,1,Pune,1036984
Tata Technologies,Data Science,1,Pune,622191
Bajaj Finance,Data Science,1,Pune,15000
JLL,Data Science,1,Pune,35000
Eaton,Data Science,1,Pune,53527
HT Media,Data Science,1,Pune,16058
Maxgen Technologies,Data Science,1,Pune,17000
Faurecia,Data Science,1,Pune,15000
JCB,Data Science,1,Pune,112474
Manipal University,Data Science,1,Pune,50000
Merkle,Data Science,1,Pune,10000
Datametica,Data Science,1,Pune,19040
The Sparks Foundation,Data Science,1,Pune,100490
Subway,Data Science,1,Pune,41549
Aera Technology,Data Science,1,Pune,28896
iNeuron,Data Science,1,Pune,346353
Fresh Gravity,Data Science,1,Pune,52577
Apptware,Data Science,1,Pune,12279
Ecozen Solutions,Data Science,1,Pune,24427
Furtados School of Music,Data Science,1,Pune,8039
Sciffer Analytics,Data Science,1,Pune,5353
Aventior,Data Science,1,Pune,14217
Solytics Partners,Data Science,1,Pune,10000
DemandMatrix,Data Science,1,Pune,36356
Insight Data Science,Data Science,1,Pune,452203
Symbiosis Institute of Technology,Data Science,1,Pune,2000000
Comsense Technologies,Data Science,1,Pune,10326
Technogeeks,Data Science,1,Pune,215405
Unscrambl,Data Science,1,Pune,20065
Zaynax,Data Science,1,Pune,800000
Brainwave Consulting,Data Science,1,Pune,5070
Senquire Analytics,Data Scientist,1,Pune,600000
Tata Consultancy Services,Senior Data Scientist,1,Pune,324089
Accenture,Senior Data Scientist,1,Pune,1076606
Wipro Technologies,Senior Data Scientist,1,Pune,821989
NTT DATA,Senior Data Scientist,1,Pune,1808811
Vodafone,Senior Data Scientist,1,Pune,2474429
Zensar Technologies,Senior Data Scientist,1,Pune,1485766
Credit Suisse,Senior Data Scientist,1,Pune,2821193
Thoughtworks,Senior Data Scientist,1,Pune,3654010
UBS,Senior Data Scientist,1,Pune,1774461
Anonymous,Senior Data Scientist,1,Pune,608387
TVS Motor Company,Senior Data Scientist,1,Pune,1235040
Red Hat,Senior Data Scientist,1,Pune,1044003
Bajaj Allianz General Insurance Co,Senior Data Scientist,1,Pune,107702
SG Analytics,Senior Data Scientist,1,Pune,1306108
Pitney Bowes,Senior Data Scientist,1,Pune,2474429
Xento Systems,Senior Data Scientist,1,Pune,1125483
Quick Heal,Senior Data Scientist,1,Pune,1954352
Kohler,Senior Data Scientist,1,Pune,1216773
XPO Logistics,Senior Data Scientist,1,Pune,2716704
GE Capital,Senior Data Scientist,1,Pune,144449
Coupa Software Inc,Senior Data Scientist,1,Pune,3650320
USEReady,Senior Data Scientist,1,Pune,1504891
vPhrase,Senior Data Scientist,1,Pune,51632
ThinkBumblebee Analytics,Senior Data Scientist,1,Pune,2046452
Blackstraw,Senior Data Scientist,1,Pune,2192406
Aegon,Senior Data Scientist,1,Pune,2508152
Dexpert Systems,Senior Data Scientist,1,Pune,2054972
Aligned Automation,Senior Data Scientist,1,Pune,2579455
Acclivis Technologies,Senior Data Scientist,1,Pune,1003261
AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,Pune,120391
Tata Consultancy Services,Junior Data Scientist,1,Pune,56000
Infosys,Junior Data Scientist,1,Pune,1038730
Fresher,Junior Data Scientist,1,Pune,1004895
Fresher,Junior Data Scientist,1,Pune,506989
Fresherworld.com,Junior Data Scientist,1,Pune,616492
Freshers.com,Junior Data Scientist,1,Pune,1238138
Emerson,Junior Data Scientist,1,Pune,500000
Datametica,Junior Data Scientist,1,Pune,478015
Abzooba,Junior Data Scientist,1,Pune,602937
GeoSpoc,Junior Data Scientist,1,Pune,321161
AppZen,Junior Data Scientist,1,Pune,1498750
Innomatics Research Labs,Junior Data Scientist,1,Pune,5070
Pisyst,Junior Data Scientist,1,Pune,160580
Groots (India),Junior Data Scientist,1,Pune,10370
Artificial Brix,Junior Data Scientist,1,Pune,616492
Ambrapali Electrotech,Junior Data Scientist,1,Pune,413058
Accenture,Lead Data Scientist,1,Pune,2839138
ADP,Lead Data Scientist,1,Pune,1520967
Zensar Technologies,Lead Data Scientist,1,Pune,1531979
BNY Mellon,Lead Data Scientist,1,Pune,1674730
Microsoft,Data Scientist,23,Hyderabad,1712178
Cyient,Data Scientist,20,Hyderabad,999578
Tata Consultancy Services,Data Scientist,18,Hyderabad,697843
Infosys,Data Scientist,18,Hyderabad,583334
Amazon,Data Scientist,15,Hyderabad,1693961
Innominds Software,Data Scientist,10,Hyderabad,743423
IBM,Data Scientist,9,Hyderabad,628945
Tech Mahindra,Data Scientist,9,Hyderabad,652546
Quadratic Insights,Data Scientist,9,Hyderabad,583954
Jotter,Data Scientist,9,Hyderabad,915028
Cognizant Technology Solutions,Data Scientist,8,Hyderabad,890344
Jio,Data Scientist,8,Hyderabad,1997027
Verizon,Data Scientist,8,Hyderabad,1330683
Optum,Data Scientist,8,Hyderabad,1464110
Accenture,Data Scientist,7,Hyderabad,1104293
Deloitte,Data Scientist,7,Hyderabad,1483132
First Student,Data Scientist,6,Hyderabad,53365
Novartis,Data Scientist,6,Hyderabad,1280703
Karvy Group,Data Scientist,6,Hyderabad,594589
Wipro,Data Scientist,5,Hyderabad,1041195
Oracle,Data Scientist,5,Hyderabad,1221714
HighRadius,Data Scientist,5,Hyderabad,861434
Micron Technology,Data Scientist,5,Hyderabad,1564421
INSOFE,Data Scientist,5,Hyderabad,903446
Google,Data Scientist,4,Hyderabad,1121437
Blue Yonder,Data Scientist,4,Hyderabad,2020386
Yash Technologies,Data Scientist,4,Hyderabad,54290
DataScientest,Data Scientist,4,Hyderabad,56039
Claim Genius,Data Scientist,4,Hyderabad,1944821
Capgemini,Data Scientist,3,Hyderabad,651206
Genpact,Data Scientist,3,Hyderabad,653174
Fresher,Data Scientist,3,Hyderabad,503667
Fresher,Data Scientist,3,Hyderabad,302693
ICICI Bank,Data Scientist,3,Hyderabad,1600000
DXC Technology,Data Scientist,3,Hyderabad,1252143
Dell Technologies,Data Scientist,3,Hyderabad,825326
Microsoft,Data Scientist,3,Hyderabad,53351
Wipro Technologies,Data Scientist,3,Hyderabad,895427
Tata Consultancy Services (North America),Data Scientist,3,Hyderabad,814476
Google,Data Scientist,3,Hyderabad,411763
NTT DATA,Data Scientist,3,Hyderabad,564654
Jio,Data Scientist,3,Hyderabad,37173
ADP,Data Scientist,3,Hyderabad,1200000
Sutherland,Data Scientist,3,Hyderabad,926912
MetLife,Data Scientist,3,Hyderabad,1760000
Franklin Templeton Investments,Data Scientist,3,Hyderabad,1353553
Enquero,Data Scientist,3,Hyderabad,1048242
Brane Enterprises (nslhub),Data Scientist,3,Hyderabad,1665911
AlgonoX Technologies,Data Scientist,3,Hyderabad,1074883
Voziq,Data Scientist,3,Hyderabad,642113
HCL Technologies,Data Scientist,2,Hyderabad,1561319
First Student,Data Scientist,2,Hyderabad,25304
Virtusa,Data Scientist,2,Hyderabad,304522
Persistent Systems,Data Scientist,2,Hyderabad,1287441
UnitedHealth Group,Data Scientist,2,Hyderabad,1152418
Freshers.com,Data Scientist,2,Hyderabad,630000
Legato Health Technologies,Data Scientist,2,Hyderabad,1260152
Dr. Reddy's,Data Scientist,2,Hyderabad,433223
DBS Bank,Data Scientist,2,Hyderabad,995830
Broadridge,Data Scientist,2,Hyderabad,1607926
Optum Global Solutions,Data Scientist,2,Hyderabad,778902
Great Learning,Data Scientist,2,Hyderabad,777837
National Payments Corporation of India,Data Scientist,2,Hyderabad,1492543
Excelra Knowledge Solutions,Data Scientist,2,Hyderabad,452130
WinWire Technologies,Data Scientist,2,Hyderabad,1269639
CallHealth,Data Scientist,2,Hyderabad,823971
Gaian Solutions India,Data Scientist,2,Hyderabad,1100233
eKincare,Data Scientist,2,Hyderabad,650865
Siva Solutions,Data Scientist,2,Hyderabad,335625
Innodatatics,Data Scientist,2,Hyderabad,9392
Innodatatics,Data Scientist,2,Hyderabad,1157086
SpringML,Data Scientist,2,Hyderabad,65953
AppsTek,Data Scientist,2,Hyderabad,725664
Vertiv,Data Scientist,2,Hyderabad,702649
My Ally,Data Scientist,2,Hyderabad,89047
GoLorry,Data Scientist,2,Hyderabad,792139
Bepec Solutions,Data Scientist,2,Hyderabad,646889
KOGENTiX,Data Scientist,2,Hyderabad,700977
Prudent Technologies & Consulting,Data Scientist,2,Hyderabad,376159
App Orchid,Data Scientist,2,Hyderabad,1492959
3LOQ Labs,Data Scientist,2,Hyderabad,778644
RisingRoot Technologies,Data Scientist,2,Hyderabad,13255
Artificial Penetration,Data Scientist,2,Hyderabad,585088
Wave Infosoft,Data Scientist,2,Hyderabad,619995
SetuServ,Data Scientist,2,Hyderabad,4949704
DigiTele Networks,Data Scientist,2,Hyderabad,787723
Human Network,Data Scientist,2,Hyderabad,58648
diwo,Data Scientist,2,Hyderabad,792506
SysBasis Solutions,Data Scientist,2,Hyderabad,25204
Tata Consultancy Services,Data Scientist,1,Hyderabad,665229
Accenture,Data Scientist,1,Hyderabad,122633
Deloitte,Data Scientist,1,Hyderabad,644153
LTI,Data Scientist,1,Hyderabad,1041195
First Student,Data Scientist,1,Hyderabad,610857
Mindtree,Data Scientist,1,Hyderabad,1105372
ABC,Data Scientist,1,Hyderabad,12515
Reliance Industries,Data Scientist,1,Hyderabad,169396
Tata Consultancy Services (North America),Data Scientist,1,Hyderabad,908078
Google,Data Scientist,1,Hyderabad,1243165
Honeywell,Data Scientist,1,Hyderabad,1653407
Mu Sigma,Data Scientist,1,Hyderabad,33879
HSBC,Data Scientist,1,Hyderabad,616428
Freelancer,Data Scientist,1,Hyderabad,652794
Freelancer,Data Scientist,1,Hyderabad,719166
CGI,Data Scientist,1,Hyderabad,426187
DONE by NONE,Data Scientist,1,Hyderabad,520597
American Express,Data Scientist,1,Hyderabad,1362714
Nones,Data Scientist,1,Hyderabad,499996
ITC Infotech,Data Scientist,1,Hyderabad,503667
Hexaware Technologies,Data Scientist,1,Hyderabad,618995
Infosys BPM,Data Scientist,1,Hyderabad,854151
State Bank of India,Data Scientist,1,Hyderabad,1159476
Sutherland,Data Scientist,1,Hyderabad,220739
EMPLOYERS,Data Scientist,1,Hyderabad,1035971
Bank of America,Data Scientist,1,Hyderabad,1285125
Cyient,Data Scientist,1,Hyderabad,600000
Fresherworld.com,Data Scientist,1,Hyderabad,300000
CRISIL,Data Scientist,1,Hyderabad,991280
S&P Global,Data Scientist,1,Hyderabad,110537
ValueLabs,Data Scientist,1,Hyderabad,2567346
Kantar,Data Scientist,1,Hyderabad,700000
Uber,Data Scientist,1,Hyderabad,1832570
Myntra,Data Scientist,1,Hyderabad,1394897
ABCDEF,Data Scientist,1,Hyderabad,5000000
Novartis,Data Scientist,1,Hyderabad,26548
Intellect Design Arena,Data Scientist,1,Hyderabad,346152
Government of India,Data Scientist,1,Hyderabad,312358
upGrad,Data Scientist,1,Hyderabad,211160
HSBC Software Development India,Data Scientist,1,Hyderabad,1018095
Bharat Heavy Electricals,Data Scientist,1,Hyderabad,1668775
Vodafone Idea,Data Scientist,1,Hyderabad,894447
Not Applicable,Data Scientist,1,Hyderabad,1832570
Not Applicable,Data Scientist,1,Hyderabad,160859
Toppr.com,Data Scientist,1,Hyderabad,1857397
CBRE,Data Scientist,1,Hyderabad,733769
Anonymous,Data Scientist,1,Hyderabad,1527142
DBS Bank,Data Scientist,1,Hyderabad,60539
3i Infotech,Data Scientist,1,Hyderabad,734390
D. E. Shaw India,Data Scientist,1,Hyderabad,171568
Parexel,Data Scientist,1,Hyderabad,1999352
Wipro Digital,Data Scientist,1,Hyderabad,884017
GlobalData,Data Scientist,1,Hyderabad,842588
Hexagon,Data Scientist,1,Hyderabad,924643
Ivy,Data Scientist,1,Hyderabad,1773010
Defence Research & Development Organisation,Data Scientist,1,Hyderabad,537441
GS Lab,Data Scientist,1,Hyderabad,56465
Raja Software Labs,Data Scientist,1,Hyderabad,206332
Verzeo,Data Scientist,1,Hyderabad,15135
MathWorks,Data Scientist,1,Hyderabad,605385
ValueMomentum,Data Scientist,1,Hyderabad,604401
AGS Health,Data Scientist,1,Hyderabad,413352
Hitachi Consulting,Data Scientist,1,Hyderabad,2063316
